,GUID,GEOGID,GEOGDESC,0 - 9 years,10 - 19 years,20 - 29 years,30 - 39 years,40 - 49 years,50 - 59 years,60 - 69 years,70 - 79 years,80 years and over
68,2AE196291D0B13A3E055000000000001,ED3409_02015,Ballymun A,817,649,713,1096,777,303,270,125,15
69,2AE196291D0C13A3E055000000000001,ED3409_02016,Ballymun B,576,751,786,667,583,397,287,271,61
70,2AE196291D0D13A3E055000000000001,ED3409_02017,Ballymun C,712,945,1178,878,851,625,443,315,165
71,2AE196291D0E13A3E055000000000001,ED3409_02018,Ballymun D,377,383,435,386,327,265,113,133,39
72,2AE196291D0F13A3E055000000000001,ED3409_02019,Ballymun E,152,158,189,143,227,216,134,156,187
73,2AE196291D1013A3E055000000000001,ED3409_02020,Ballymun F,235,212,290,250,287,407,235,259,175
74,2AE196291D1113A3E055000000000001,ED3409_02021,Beaumont A,231,228,284,335,311,281,166,365,262
75,2AE196291D1213A3E055000000000001,ED3409_02022,Beaumont B,520,471,592,796,627,470,639,548,299
76,2AE196291D2113A3E055000000000001,ED3409_02023,Beaumont C,361,298,357,512,423,397,224,359,311
77,2AE196291D2213A3E055000000000001,ED3409_02024,Beaumont D,175,247,343,269,200,318,385,156,42
78,2AE196291D2313A3E055000000000001,ED3409_02025,Beaumont E,239,163,261,259,259,219,215,309,127
79,2AE196291D2413A3E055000000000001,ED3409_02026,Beaumont F,393,395,570,522,437,433,396,293,151
80,2AE196291D2513A3E055000000000001,ED3409_02027,Botanic A,328,308,550,517,387,373,287,258,166
81,2AE196291D2613A3E055000000000001,ED3409_02028,Botanic B,342,317,704,631,448,431,271,193,144
82,2AE196291D2713A3E055000000000001,ED3409_02029,Botanic C,190,203,569,463,292,223,147,68,67
83,2AE196291D2813A3E055000000000001,ED3409_02030,Cabra East A,480,392,1268,1298,762,590,464,242,154
84,2AE196291D2913A3E055000000000001,ED3409_02031,Cabra East B,428,364,531,655,543,452,276,278,210
85,2AE196291D2A13A3E055000000000001,ED3409_02032,Cabra East C,338,302,945,899,591,461,258,166,125
86,2AE196291D2B13A3E055000000000001,ED3409_02033,Cabra West A,158,154,219,174,184,199,192,136,62
87,2AE196291D2C13A3E055000000000001,ED3409_02034,Cabra West B,270,276,417,325,348,320,322,215,84
88,2AE196291D2D13A3E055000000000001,ED3409_02035,Cabra West C,357,358,443,425,426,355,281,200,108
89,2AE196291D2E13A3E055000000000001,ED3409_02036,Cabra West D,296,264,436,535,362,383,313,175,81
90,2AE196291D4313A3E055000000000001,ED3409_02037,Clontarf East A,431,414,320,408,490,512,318,261,284
91,2AE196291D4413A3E055000000000001,ED3409_02038,Clontarf East B,943,777,829,1081,982,952,744,463,336
92,2AE196291D4513A3E055000000000001,ED3409_02039,Clontarf East C,331,402,356,378,380,472,373,239,252
93,2AE196291D4613A3E055000000000001,ED3409_02040,Clontarf East D,326,294,311,305,415,431,270,187,227
94,2AE196291D4713A3E055000000000001,ED3409_02041,Clontarf East E,240,222,169,218,244,242,179,103,174
95,2AE196291D4813A3E055000000000001,ED3409_02042,Clontarf West A,421,441,407,556,521,574,348,209,181
96,2AE196291D4913A3E055000000000001,ED3409_02043,Clontarf West B,264,218,290,393,357,332,271,173,113
97,2AE196291D4A13A3E055000000000001,ED3409_02044,Clontarf West C,378,290,537,861,532,434,304,198,125
98,2AE196291D4B13A3E055000000000001,ED3409_02045,Clontarf West D,258,158,435,518,332,229,168,107,92
99,2AE196291D4C13A3E055000000000001,ED3409_02046,Clontarf West E,314,241,291,409,330,338,201,166,178
100,2AE196291D6513A3E055000000000001,ED3409_02047,Drumcondra South A,447,380,1145,1152,596,554,388,218,184
101,2AE196291D6613A3E055000000000001,ED3409_02048,Drumcondra South B,141,83,467,444,181,152,81,78,70
102,2AE196291D6713A3E055000000000001,ED3409_02049,Drumcondra South C,345,448,583,535,442,409,340,220,195
103,2AE196291D6913A3E055000000000001,ED3409_02050,Edenmore,294,309,360,315,361,384,205,300,308
104,2AE196291D6A13A3E055000000000001,ED3409_02051,Finglas North A,411,518,496,425,466,428,299,156,120
105,2AE196291D6B13A3E055000000000001,ED3409_02052,Finglas North B,346,404,411,329,381,423,245,192,143
106,2AE196291D6C13A3E055000000000001,ED3409_02053,Finglas North C,467,350,417,564,464,500,299,208,195
107,2AE196291D6D13A3E055000000000001,ED3409_02054,Finglas South A,447,394,370,425,381,363,242,145,137
108,2AE196291D6E13A3E055000000000001,ED3409_02055,Finglas South B,678,557,638,783,598,333,327,229,63
109,2AE196291D6F13A3E055000000000001,ED3409_02056,Finglas South C,377,464,334,355,356,269,225,187,78
110,2AE196291D7013A3E055000000000001,ED3409_02057,Finglas South D,401,393,260,389,386,180,165,224,29
111,2AE196291D7113A3E055000000000001,ED3409_02058,Grace Park,582,629,895,800,721,778,679,406,316
112,2AE196291D7F13A3E055000000000001,ED3409_02059,Grange A,1632,1512,1266,1807,1592,921,634,283,49
113,2AE196291D8013A3E055000000000001,ED3409_02060,Grange B,1017,553,752,1438,710,372,361,107,16
114,2AE196291D8113A3E055000000000001,ED3409_02061,Grange C,368,318,359,417,413,326,313,481,87
115,2AE196291D8213A3E055000000000001,ED3409_02062,Grange D,437,498,508,515,583,529,410,439,86
116,2AE196291D8313A3E055000000000001,ED3409_02063,Grange E,297,287,294,361,366,310,281,395,89
117,2AE196291D8413A3E055000000000001,ED3409_02064,Harmonstown A,289,294,333,384,313,371,281,383,160
118,2AE196291D8513A3E055000000000001,ED3409_02065,Harmonstown B,354,354,337,418,381,409,219,111,175
119,2AE196291D8813A3E055000000000001,ED3409_02066,Inns Quay A,189,139,1097,895,487,300,282,286,244
120,2AE196291D8913A3E055000000000001,ED3409_02067,Inns Quay B,259,222,1115,872,440,360,203,134,61
121,2AE196291D8A13A3E055000000000001,ED3409_02068,Inns Quay C,238,209,753,614,342,258,168,92,83
122,2AE196291D9713A3E055000000000001,ED3409_02069,Kilmore A,570,590,532,540,582,504,112,178,52
123,2AE196291D9813A3E055000000000001,ED3409_02070,Kilmore B,317,360,348,303,431,363,132,289,138
124,2AE196291D8E13A3E055000000000001,ED3409_02071,Kilmore C,185,258,206,155,227,199,61,127,72
125,2AE196291D9613A3E055000000000001,ED3409_02072,Kilmore D,171,191,264,220,228,305,223,314,116
126,2AE196291DA713A3E055000000000001,ED3409_02073,Mountjoy A,449,530,1624,1229,646,475,284,113,39
127,2AE196291DA813A3E055000000000001,ED3409_02074,Mountjoy B,312,261,1413,1039,416,244,134,66,78
128,2AE196291DB213A3E055000000000001,ED3409_02075,North City,394,258,1666,1720,641,477,289,185,24
129,2AE196291DB313A3E055000000000001,ED3409_02076,North Dock A,130,63,312,301,208,132,100,80,39
130,2AE196291DB413A3E055000000000001,ED3409_02077,North Dock B,675,468,2232,2165,855,576,394,206,124
131,2AE196291DB513A3E055000000000001,ED3409_02078,North Dock C,275,309,1318,986,450,431,310,107,28
132,2AE196291DBE13A3E055000000000001,ED3409_02079,Phoenix Park,90,40,345,461,172,100,73,84,169
133,2AE196291DCC13A3E055000000000001,ED3409_02080,Priorswood A,215,217,255,226,233,202,205,55,10
134,2AE196291DCD13A3E055000000000001,ED3409_02081,Priorswood B,438,487,447,387,321,269,258,107,14
135,2AE196291DCA13A3E055000000000001,ED3409_02082,Priorswood C,763,803,806,911,690,439,241,139,62
136,2AE196291DCB13A3E055000000000001,ED3409_02083,Priorswood D,394,388,352,394,402,327,206,179,114
137,2AE196291DCE13A3E055000000000001,ED3409_02084,Priorswood E,358,362,371,427,406,380,260,226,49
138,2AE196291DCF13A3E055000000000001,ED3409_02085,Raheny-Foxfield,265,338,270,242,370,317,261,303,122
139,2AE196291DD013A3E055000000000001,ED3409_02086,Raheny-Greendale,224,282,260,260,319,217,220,282,105
140,2AE196291DD113A3E055000000000001,ED3409_02087,Raheny-St. Assam,451,347,377,493,492,496,316,362,338
141,2AE196291DEA13A3E055000000000001,ED3409_02088,Rotunda A,523,412,1570,1499,694,614,431,157,65
142,2AE196291DEB13A3E055000000000001,ED3409_02089,Rotunda B,221,89,738,740,304,208,99,45,14
143,2AE196291E0913A3E055000000000001,ED3409_02090,Whitehall A,290,422,779,328,317,329,325,316,180
144,2AE196291E0A13A3E055000000000001,ED3409_02091,Whitehall B,419,385,898,601,443,441,354,321,266
145,2AE196291E0B13A3E055000000000001,ED3409_02092,Whitehall C,209,232,325,326,255,315,183,183,125
146,2AE196291E0C13A3E055000000000001,ED3409_02093,Whitehall D,353,242,622,676,330,331,304,309,289
147,2AE196291D2F13A3E055000000000001,ED3409_02094,Chapelizod,344,182,484,763,458,292,200,158,175
148,2AE196291D3013A3E055000000000001,ED3409_02095,Cherry Orchard A,434,499,621,773,452,211,108,58,98
149,2AE196291D3113A3E055000000000001,ED3409_02096,Carna,339,357,409,377,327,431,316,160,120
150,2AE196291D4213A3E055000000000001,ED3409_02097,Cherry Orchard C,690,668,765,902,578,452,361,102,27
151,2AE196291D4D13A3E055000000000001,ED3409_02098,Crumlin A,443,465,503,561,511,487,329,289,126
152,2AE196291D4E13A3E055000000000001,ED3409_02099,Crumlin B,326,331,400,401,416,379,339,246,130
153,2AE196291D4F13A3E055000000000001,ED3409_02100,Crumlin C,283,240,356,415,322,265,203,170,77
154,2AE196291D5013A3E055000000000001,ED3409_02101,Crumlin D,479,428,615,666,586,511,352,251,201
155,2AE196291D6213A3E055000000000001,ED3409_02102,Crumlin E,318,333,402,419,408,336,286,189,102
156,2AE196291D6313A3E055000000000001,ED3409_02103,Crumlin F,465,357,382,445,394,387,262,181,112
157,2AE196291D6413A3E055000000000001,ED3409_02104,Decies,328,310,342,429,330,350,340,180,68
158,2AE196291D6813A3E055000000000001,ED3409_02105,Drumfinn,445,431,506,488,441,497,397,191,192
159,2AE196291D8613A3E055000000000001,ED3409_02106,Inchicore A,309,155,347,514,360,239,226,147,95
160,2AE196291D8713A3E055000000000001,ED3409_02107,Inchicore B,259,286,338,370,285,283,230,105,62
161,2AE196291D8B13A3E055000000000001,ED3409_02108,Kilmainham A,292,231,382,467,354,284,297,151,76
162,2AE196291D8C13A3E055000000000001,ED3409_02109,Kilmainham B,254,133,498,690,345,200,149,106,39
163,2AE196291D8D13A3E055000000000001,ED3409_02110,Kilmainham C,656,429,1123,1103,693,490,286,221,185
164,2AE196291D9913A3E055000000000001,ED3409_02111,Kimmage A,240,223,273,275,273,247,240,94,79
165,2AE196291D9A13A3E055000000000001,ED3409_02112,Kimmage B,383,396,495,538,489,519,353,234,165
166,2AE196291D9B13A3E055000000000001,ED3409_02113,Kimmage C,285,161,716,703,335,259,246,175,163
167,2AE196291D9C13A3E055000000000001,ED3409_02114,Kimmage D,259,244,350,441,338,356,187,175,112
168,2AE196291D9D13A3E055000000000001,ED3409_02115,Kimmage E,396,365,507,522,466,483,347,186,123
169,2AE196291D9E13A3E055000000000001,ED3409_02116,Kylemore,333,374,341,370,344,364,264,143,124
170,2AE196291D9F13A3E055000000000001,ED3409_02117,Mansion House A,333,609,1365,929,396,435,338,189,71
171,2AE196291DA013A3E055000000000001,ED3409_02118,Mansion House B,39,57,339,262,156,204,165,75,14
172,2AE196291DA113A3E055000000000001,ED3409_02119,Merchants Quay A,242,184,654,603,298,249,181,83,19
173,2AE196291DA213A3E055000000000001,ED3409_02120,Merchants Quay B,248,207,1329,1201,422,243,180,86,50
174,2AE196291DA313A3E055000000000001,ED3409_02121,Merchants Quay C,305,230,1002,930,422,274,223,111,69
175,2AE196291DA413A3E055000000000001,ED3409_02122,Merchants Quay D,237,119,426,483,327,208,179,112,94
176,2AE196291DA513A3E055000000000001,ED3409_02123,Merchants Quay E,184,221,915,564,252,159,102,60,32
177,2AE196291DA613A3E055000000000001,ED3409_02124,Merchants Quay F,298,126,516,564,302,164,111,50,27
178,2AE196291DB613A3E055000000000001,ED3409_02125,Pembroke East A,521,453,955,1131,680,597,391,244,106
179,2AE196291DB713A3E055000000000001,ED3409_02126,Pembroke East B,442,361,509,641,544,502,393,219,207
180,2AE196291DB813A3E055000000000001,ED3409_02127,Pembroke East C,417,343,538,694,494,469,424,262,279
181,2AE196291DB913A3E055000000000001,ED3409_02128,Pembroke East D,410,424,853,916,562,546,577,484,491
182,2AE196291DBA13A3E055000000000001,ED3409_02129,Pembroke East E,332,285,724,799,553,416,368,267,158
183,2AE196291DBB13A3E055000000000001,ED3409_02130,Pembroke West A,412,272,1124,1368,649,423,383,243,118
184,2AE196291DBC13A3E055000000000001,ED3409_02131,Pembroke West B,256,216,589,734,363,368,248,123,106
185,2AE196291DBD13A3E055000000000001,ED3409_02132,Pembroke West C,329,225,1037,1230,709,515,430,271,106
186,2AE196291DD213A3E055000000000001,ED3409_02133,Rathfarnham,431,760,803,683,500,502,492,266,246
187,2AE196291DD313A3E055000000000001,ED3409_02134,Rathmines East A,423,243,1131,1205,605,405,348,246,230
188,2AE196291DD413A3E055000000000001,ED3409_02135,Rathmines East B,606,482,1257,1445,748,508,401,305,306
189,2AE196291DD513A3E055000000000001,ED3409_02136,Rathmines East C,339,381,545,524,380,444,340,197,201
190,2AE196291DD613A3E055000000000001,ED3409_02137,Rathmines East D,278,235,659,580,372,273,200,93,67
191,2AE196291DD713A3E055000000000001,ED3409_02138,Rathmines West A,301,247,1682,1649,643,361,305,168,105
192,2AE196291DD813A3E055000000000001,ED3409_02139,Rathmines West B,249,174,1083,1119,453,298,196,97,44
193,2AE196291DE613A3E055000000000001,ED3409_02140,Rathmines West C,242,283,611,579,335,255,219,109,48
194,2AE196291DE713A3E055000000000001,ED3409_02141,Rathmines West D,301,299,654,628,427,352,254,115,76
195,2AE196291DE813A3E055000000000001,ED3409_02142,Rathmines West E,343,266,736,764,413,358,268,138,104
196,2AE196291DE913A3E055000000000001,ED3409_02143,Rathmines West F,233,176,794,683,374,236,203,108,52
197,2AE196291DEC13A3E055000000000001,ED3409_02144,Royal Exchange A,110,305,1298,972,562,523,359,160,40
198,2AE196291DED13A3E055000000000001,ED3409_02145,Royal Exchange B,122,220,435,423,301,283,189,65,44
199,2AE196291DEE13A3E055000000000001,ED3409_02146,St. Kevin's,170,189,1621,1397,645,485,354,193,68
200,2AE196291DEF13A3E055000000000001,ED3409_02147,South Dock,485,312,2220,2154,775,477,360,169,52
201,2AE196291DF013A3E055000000000001,ED3409_02148,Terenure A,464,267,640,809,470,419,343,219,110
202,2AE196291DF113A3E055000000000001,ED3409_02149,Terenure B,390,345,494,633,460,480,348,202,138
203,2AE196291DF213A3E055000000000001,ED3409_02150,Terenure C,206,265,210,173,250,275,227,126,122
204,2AE196291DF313A3E055000000000001,ED3409_02151,Terenure D,95,93,106,86,90,107,103,57,55
205,2AE196291DF413A3E055000000000001,ED3409_02152,Ushers A,264,118,1263,1370,435,205,126,97,52
206,2AE196291DF513A3E055000000000001,ED3409_02153,Ushers B,125,84,327,409,184,103,52,16,12
207,2AE196291DF613A3E055000000000001,ED3409_02154,Ushers C,551,359,828,979,550,354,207,99,56
208,2AE196291DF713A3E055000000000001,ED3409_02155,Ushers D,271,170,446,508,322,224,147,68,32
209,2AE196291DF813A3E055000000000001,ED3409_02156,Ushers E,237,186,323,342,219,208,161,65,49
210,2AE196291E0513A3E055000000000001,ED3409_02157,Ushers F,253,190,574,700,496,373,327,284,287
211,2AE196291E0613A3E055000000000001,ED3409_02158,Walkinstown A,369,284,407,561,359,326,246,99,114
212,2AE196291E0713A3E055000000000001,ED3409_02159,Walkinstown B,195,198,250,262,273,258,188,138,123
213,2AE196291E0813A3E055000000000001,ED3409_02160,Walkinstown C,213,193,264,327,272,307,232,152,209
214,2AE196291E0D13A3E055000000000001,ED3409_02161,Wood Quay A,187,198,427,463,367,444,305,152,63
215,2AE196291E0E13A3E055000000000001,ED3409_02162,Wood Quay B,262,179,855,761,504,353,243,144,113
216,2AE196291E2313A3E055000000000001,ED3409_03001,Ballinascorney,186,101,116,154,146,76,80,45,17
217,2AE196291E2A13A3E055000000000001,ED3409_03002,Ballyboden,597,623,718,637,578,839,622,326,88
218,2AE196291CE013A3E055000000000001,ED3409_03003,Bohernabreena,772,667,456,670,791,501,353,163,123
219,2AE196291CFC13A3E055000000000001,ED3409_03004,Clondalkin-Ballymount,251,226,314,301,274,334,251,73,23
220,2AE196291CFD13A3E055000000000001,ED3409_03005,Clondalkin-Cappaghmore,408,561,355,405,300,257,152,84,59
221,2AE196291CFE13A3E055000000000001,ED3409_03006,Clondalkin-Dunawley,1952,1790,1456,2107,1555,1062,1038,289,74
222,2AE196291CFF13A3E055000000000001,ED3409_03007,Clondalkin-Monastery,1724,1258,1565,2214,1542,1446,925,493,149
223,2AE196291D0013A3E055000000000001,ED3409_03008,Clondalkin-Moorfield,998,968,981,1024,803,706,642,214,40
224,2AE196291D0113A3E055000000000001,ED3409_03009,Clondalkin-Rowlagh,581,576,615,688,462,415,551,186,22
225,2AE196291D0213A3E055000000000001,ED3409_03010,Clondalkin Village,1435,1109,1146,1608,1248,1285,876,295,150
226,2AE196291D5F13A3E055000000000001,ED3409_03011,Edmondstown,851,810,685,813,873,812,537,255,121
227,2AE196291D6113A3E055000000000001,ED3409_03012,Firhouse-Ballycullen,1372,1302,984,1348,1330,1206,498,142,48
228,2AE196291D7813A3E055000000000001,ED3409_03013,Firhouse-Knocklyon,403,348,404,418,330,483,719,330,70
229,2AE196291D6013A3E055000000000001,ED3409_03014,Firhouse Village,2203,1820,1327,2309,1956,1232,895,344,128
230,2AE196291DC713A3E055000000000001,ED3409_03015,Lucan-Esker,6823,5558,3127,6349,6348,2765,807,334,125
231,2AE196291DC813A3E055000000000001,ED3409_03016,Lucan Heights,639,592,589,676,700,659,632,534,175
232,2AE196291DDE13A3E055000000000001,ED3409_03017,Lucan-St. Helen's,1806,1302,1177,2226,1415,1098,1052,421,161
233,2AE196291DE213A3E055000000000001,ED3409_03018,Newcastle,777,486,383,858,616,365,410,249,113
234,2AE196291DE313A3E055000000000001,ED3409_03019,Palmerston Village,362,388,445,401,455,543,337,433,261
235,2AE196291DE413A3E055000000000001,ED3409_03020,Palmerston West,861,1155,1142,1054,889,1172,841,302,105
236,2AE196291DFF13A3E055000000000001,ED3409_03021,Rathcoole,903,431,512,1163,619,414,485,366,116
237,2AE196291E0013A3E055000000000001,ED3409_03022,Rathfarnham-Ballyroan,346,309,223,254,339,344,271,280,246
238,2AE196291E0113A3E055000000000001,ED3409_03023,Rathfarnham-Butterfield,351,410,320,368,463,396,333,391,256
239,2AE196291E0213A3E055000000000001,ED3409_03024,Rathfarnham-Hermitage,571,542,671,593,537,730,601,243,114
240,2AE196291E0313A3E055000000000001,ED3409_03025,Rathfarnham-St. Enda's,466,432,463,515,498,519,513,330,141
241,2AE196291E0413A3E055000000000001,ED3409_03026,Rathfarnham Village,338,345,396,453,344,445,381,203,194
242,2AE196291E1613A3E055000000000001,ED3409_03027,Saggart,905,411,518,1163,689,359,305,181,109
243,2AE196291CB313A3E055000000000001,ED3409_03028,Tallaght-Avonbeg,174,209,154,198,254,159,127,206,57
244,2AE196291CB413A3E055000000000001,ED3409_03029,Tallaght-Belgard,207,142,250,293,161,184,295,129,31
245,2AE196291CB513A3E055000000000001,ED3409_03030,Tallaght-Fettercairn,1643,1629,1089,1524,1062,710,467,154,102
246,2AE196291CB613A3E055000000000001,ED3409_03031,Tallaght-Glenview,268,156,287,459,241,168,209,121,25
247,2AE196291CB713A3E055000000000001,ED3409_03032,Tallaght-Jobstown,4034,3125,2166,3852,2572,1169,691,174,41
248,2AE196291CB813A3E055000000000001,ED3409_03033,Tallaght-Killinardan,569,685,584,601,480,355,530,132,22
249,2AE196291CCA13A3E055000000000001,ED3409_03034,Tallaght-Kilnamanagh,491,430,604,691,407,653,850,212,48
250,2AE196291CCB13A3E055000000000001,ED3409_03035,Tallaght-Kiltipper,1629,1373,1093,1726,1155,708,612,141,41
251,2AE196291CCC13A3E055000000000001,ED3409_03036,Tallaght-Kingswood,546,339,672,754,360,515,592,171,47
252,2AE196291CCD13A3E055000000000001,ED3409_03037,Tallaght-Millbrook,402,315,373,477,443,310,481,491,94
253,2AE196291CCE13A3E055000000000001,ED3409_03038,Tallaght-Oldbawn,539,466,587,774,577,495,707,340,94
254,2AE196291CCF13A3E055000000000001,ED3409_03039,Tallaght-Springfield,1847,993,1889,2500,1149,845,1147,479,163
255,2AE196291CD013A3E055000000000001,ED3409_03040,Tallaght-Tymon,639,610,563,753,631,504,766,380,110
256,2AE196291CD113A3E055000000000001,ED3409_03041,Templeogue-Cypress,315,280,272,354,317,334,423,308,111
257,2AE196291CD213A3E055000000000001,ED3409_03042,Templeogue-Kimmage Manor,632,571,557,654,706,674,484,298,280
258,2AE196291CD313A3E055000000000001,ED3409_03043,Templeogue-Limekiln,283,444,378,385,429,492,456,405,177
259,2AE196291CD413A3E055000000000001,ED3409_03044,Templeogue-Orwell,192,192,244,237,192,267,394,269,69
260,2AE196291CD513A3E055000000000001,ED3409_03045,Templeogue-Osprey,210,215,320,271,221,334,427,198,50
261,2AE196291CD613A3E055000000000001,ED3409_03046,Templeogue Village,248,201,235,373,243,229,179,168,198
262,2AE196291CD713A3E055000000000001,ED3409_03047,Terenure-Cherryfield,215,226,283,275,251,357,193,178,173
263,2AE196291CE613A3E055000000000001,ED3409_03048,Terenure-Greentrees,310,291,323,307,366,414,274,241,346
264,2AE196291CE713A3E055000000000001,ED3409_03049,Terenure-St. James,224,205,212,258,331,304,181,608,245
265,2AE196291EEF13A3E055000000000001,ED3409_04001,Airport,609,259,1093,1533,621,339,233,174,157
266,2AE196291EF013A3E055000000000001,ED3409_04002,Balbriggan Rural,3776,2691,1517,3434,2834,1203,669,254,117
267,2AE196291EF113A3E055000000000001,ED3409_04003,Balbriggan Urban,1354,1103,902,1267,1280,865,777,376,192
268,2AE196291EF213A3E055000000000001,ED3409_04004,Baldoyle,1149,871,761,1251,1157,841,732,556,206
269,2AE196291E2213A3E055000000000001,ED3409_04005,Balgriffin,635,377,289,542,581,314,211,130,34
270,2AE196291E3313A3E055000000000001,ED3409_04006,Ballyboghil,171,180,116,169,154,150,95,66,61
271,2AE196291E3513A3E055000000000001,ED3409_04007,Balscadden,101,115,79,74,117,103,70,32,16
272,2AE196291CC513A3E055000000000001,ED3409_04008,Blanchardstown-Abbotstown,1135,605,835,1644,902,373,239,195,267
273,2AE196291CC613A3E055000000000001,ED3409_04009,Blanchardstown-Blakestown,7870,5805,4578,7926,6609,3514,1911,521,160
274,2AE196291CC713A3E055000000000001,ED3409_04010,Blanchardstown-Coolmine,1803,1618,1565,2096,1695,1170,918,370,85
275,2AE196291CC813A3E055000000000001,ED3409_04011,Blanchardstown-Corduff,521,600,511,552,499,416,547,198,27
276,2AE196291CC913A3E055000000000001,ED3409_04012,Blanchardstown-Delwood,732,429,692,1086,601,420,707,406,80
277,2AE196291CDD13A3E055000000000001,ED3409_04013,Blanchardstown-Mulhuddart,863,708,497,828,721,326,137,33,10
278,2AE196291CDE13A3E055000000000001,ED3409_04014,Blanchardstown-Roselawn,166,116,199,210,154,202,333,219,89
279,2AE196291CDF13A3E055000000000001,ED3409_04015,Blanchardstown-Tyrrelstown,578,777,442,579,463,284,89,35,10
280,2AE196291CE513A3E055000000000001,ED3409_04016,Castleknock-Knockmaroon,3103,2528,2346,3439,2865,2418,1518,574,236
281,2AE196291CF613A3E055000000000001,ED3409_04017,Castleknock-Park,645,432,805,1025,618,642,696,349,117
282,2AE196291D1713A3E055000000000001,ED3409_04018,Clonmethan,131,119,95,113,131,116,66,47,19
283,2AE196291D3813A3E055000000000001,ED3409_04019,Donabate,1608,1562,841,1389,1852,1154,573,311,109
284,2AE196291D3913A3E055000000000001,ED3409_04020,Dubber,1550,749,1143,2038,1150,414,168,85,75
285,2AE196291D7D13A3E055000000000001,ED3409_04021,Garristown,261,273,160,221,269,187,140,88,29
286,2AE196291D9413A3E055000000000001,ED3409_04022,Hollywood,204,191,149,188,221,206,135,62,41
287,2AE196291D9513A3E055000000000001,ED3409_04023,Holmpatrick,443,479,368,417,439,498,481,246,87
288,2AE196291DAF13A3E055000000000001,ED3409_04024,Howth,917,999,752,762,1182,1116,1077,993,496
289,2AE196291DC513A3E055000000000001,ED3409_04025,Kilsallaghan,275,326,259,268,318,301,248,161,107
290,2AE196291DC613A3E055000000000001,ED3409_04026,Kinsaley,1953,984,1155,2305,1516,882,432,216,178
291,2AE196291DC913A3E055000000000001,ED3409_04027,Lucan North,305,234,97,176,308,134,58,47,77
292,2AE196291DDF13A3E055000000000001,ED3409_04028,Lusk,2073,1335,864,1803,1724,835,570,287,132
293,2AE196291DE013A3E055000000000001,ED3409_04029,Malahide East,1079,878,709,1147,1149,854,816,585,212
294,2AE196291DE113A3E055000000000001,ED3409_04030,Malahide West,754,786,703,672,844,984,680,538,188
295,2AE196291DE513A3E055000000000001,ED3409_04031,Portmarnock North,454,380,442,449,402,571,872,461,78
296,2AE196291DFE13A3E055000000000001,ED3409_04032,Portmarnock South,504,321,380,605,496,359,564,312,80
297,2AE196291E1513A3E055000000000001,ED3409_04033,Rush,1675,1437,1060,1520,1678,1174,726,426,225
298,2AE196291C9F13A3E055000000000001,ED3409_04034,Skerries,1390,1269,804,1092,1435,1114,752,438,207
299,2AE196291CA613A3E055000000000001,ED3409_04035,Sutton,663,597,517,780,723,719,782,622,277
300,2AE196291CA813A3E055000000000001,ED3409_04036,Swords-Forrest,2655,1780,1984,3256,2341,1774,990,284,89
301,2AE196291CA713A3E055000000000001,ED3409_04037,Swords-Glasmore,1000,1236,1039,1084,1223,1038,536,442,113
302,2AE196291CB013A3E055000000000001,ED3409_04038,Swords-Lissenhall,2100,1331,1244,2255,1799,876,531,241,70
303,2AE196291CB113A3E055000000000001,ED3409_04039,Swords-Seatown,1131,1010,883,1091,1106,1064,436,212,70
304,2AE196291CB213A3E055000000000001,ED3409_04040,Swords Village,292,199,422,600,334,319,273,154,81
305,2AE196291CE813A3E055000000000001,ED3409_04041,The Ward,2340,1301,1010,2394,1732,497,228,76,24
306,2AE196291CEA13A3E055000000000001,ED3409_04042,Turnapin,191,214,290,228,214,298,113,111,41
307,2AE196291E2513A3E055000000000001,ED3409_05001,Ballinteer-Broadford,280,233,293,345,311,359,478,203,35
308,2AE196291E2613A3E055000000000001,ED3409_05002,Ballinteer-Ludford,224,189,170,244,264,215,241,400,81
309,2AE196291E2713A3E055000000000001,ED3409_05003,Ballinteer-Marley,230,252,289,264,234,345,393,212,34
310,2AE196291E2813A3E055000000000001,ED3409_05004,Ballinteer-Meadowbroads,180,151,162,191,201,206,163,231,154
311,2AE196291E2913A3E055000000000001,ED3409_05005,Ballinteer-Meadowmount,212,246,211,215,268,227,173,208,88
312,2AE196291E2413A3E055000000000001,ED3409_05006,Ballinteer-Woodpark,800,565,554,936,814,613,531,482,110
313,2AE196291E3413A3E055000000000001,ED3409_05007,Ballybrack,335,371,317,315,374,351,417,355,127
314,2AE196291E3813A3E055000000000001,ED3409_05008,Blackrock-Booterstown,414,298,686,667,453,337,273,203,105
315,2AE196291CBE13A3E055000000000001,ED3409_05009,Blackrock-Carysfort,762,744,923,929,832,863,538,379,348
316,2AE196291CBF13A3E055000000000001,ED3409_05010,Blackrock-Central,446,508,575,465,510,493,374,207,155
317,2AE196291CC013A3E055000000000001,ED3409_05011,Blackrock-Glenomena,234,283,528,233,242,237,160,88,78
318,2AE196291E3613A3E055000000000001,ED3409_05012,Blackrock-Monkstown,409,345,294,524,464,420,349,273,161
319,2AE196291CC113A3E055000000000001,ED3409_05013,Blackrock-Newpark,250,273,253,176,332,326,259,208,239
320,2AE196291E3713A3E055000000000001,ED3409_05014,Blackrock-Seapoint,202,183,147,180,239,198,164,91,46
321,2AE196291CC213A3E055000000000001,ED3409_05015,Blackrock-Stradbrook,311,273,268,281,385,350,239,227,128
